"","Molecule.ChEMBL.ID","Smiles","Standard.Relation","Standard.Value","Document.ChEMBL.ID","Molar","pIC50","Bioactivity.Class"
"164","CHEMBL269742","CCCCCCCCCC[N@+]1(C)C[C@@]23c4c5c6c7c8c9c%10c%11c%12c%13c%14c%15c%16c%17c%18c%19c%20c%21c(c2c2c4c4c6c9c6c4c4c2c%21c2c%19c(c%18%14)c9c%13c%10c6c9c24)C2=C4c6c(c-%16c9c%10c6[C@H]([C@@H]5C7=C%10[C@]5(C[N+](C)(C)C[C@]8%115)[C@H]9[C@H]%15%12)[C@@]43C1)[C@@H]%17[C@H]2%20.[I-].[I-]","'='","1400.0","CHEMBL1144363",1.4e-06,5.85387196432176,"active"
"165","CHEMBL4437513","O=c1/c(=C\c2ccc(Cl)cc2Cl)sc2n1CN(c1ccccc1)CN=2","'='","1370.88","CHEMBL4311989",1.37088e-06,5.86300055952028,"active"
"166","CHEMBL201927","O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc2n1CCCCO","'='","1301.0","CHEMBL1148625",1.301e-06,5.88572270343841,"active"
"167","CHEMBL372060","O=C(O)/C(=C/c1ccc(-c2ccccc2Cl)o1)NC(=O)c1ccccc1","'='","1300.0","CHEMBL1140265",1.3e-06,5.88605664769316,"active"
"168","CHEMBL204932","O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccc(Cl)c(Cl)c3)cc1)n2C1CCCC1","'='","1300.0","CHEMBL1146135",1.3e-06,5.88605664769316,"active"
"169","CHEMBL184447","COc1ccc2c(C(=O)NC(CC(=O)O)C(=O)O)cccc2c1C(F)(F)F","'='","1300.0","CHEMBL1137155",1.3e-06,5.88605664769316,"active"
"170","CHEMBL182338","CC1CCC(Nc2ncnc3nc(-c4ccc(F)cc4)c(-c4ccc(F)cc4)nc23)CC1","'='","1300.0","CHEMBL1144286",1.3e-06,5.88605664769316,"active"
"171","CHEMBL371410","O=C(O)/C(=C/c1ccc(Oc2ccccc2C(F)(F)F)cc1)NC(=O)c1ccccc1","'='","1300.0","CHEMBL1140265",1.3e-06,5.88605664769316,"active"
"172","CHEMBL195798","O=C(O)/C(=C/c1cccc(-c2ccccc2Cl)c1)NC(=O)c1ccccc1","'='","1300.0","CHEMBL1140265",1.3e-06,5.88605664769316,"active"
"173","CHEMBL4442797","COc1ccc(N2CN=c3s/c(=C/c4ccccc4Cl)c(=O)n3C2)cc1","'='","1260.0","CHEMBL4311989",1.26e-06,5.89962945488244,"active"
"174","CHEMBL200326","CCOC(=O)c1c(NC(=O)NS(=O)(=O)c2cccc(OC)c2)sc2c1CCCC2","'='","1200.0","CHEMBL1148540",1.2e-06,5.92081875395237,"active"
"175","CHEMBL203575","Cn1c(-c2sccc2NC(=O)Nc2ccccc2Cl)nc(C(=O)O)c(O)c1=O","'='","1200.0","CHEMBL1138187",1.2e-06,5.92081875395237,"active"
"176","CHEMBL184402","COc1ccc2c(C(=O)NC(CC(=O)O)C(=O)O)cccc2c1Br","'='","1200.0","CHEMBL1137155",1.2e-06,5.92081875395237,"active"
"177","CHEMBL381318","O=C(O)c1ccc2c(c1)nc(-c1ccc(OCc3ccc(Cl)cc3)cc1)n2C1CCCC1","'='","1200.0","CHEMBL1146135",1.2e-06,5.92081875395237,"active"
"178","CHEMBL383468","O=C(O)c1ccc2c(c1)nc(-c1ccc(OCCOc3ccccc3)cc1)n2C1CCCCC1","'='","1200.0","CHEMBL1146135",1.2e-06,5.92081875395237,"active"
"179","CHEMBL207511","C=CCC1(C(=O)O)CCc2c1[nH]c1c(Cl)ccc(Cl)c21","'='","1200.0","CHEMBL1147645",1.2e-06,5.92081875395237,"active"
"180","CHEMBL4465752","COc1ccc(NC(=O)CN2C(=O)S/C(=C\c3ccccc3Cl)C2=O)cc1","'='","1199.5","CHEMBL4311989",1.1995e-06,5.92099974769615,"active"
"181","CHEMBL181058","Cc1ccsc1CNn1c(=O)c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2ccccc21","'='","1190.0","CHEMBL1142034",1.19e-06,5.92445303860747,"active"
"182","CHEMBL175177","O=C(O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1","'='","1100.0","CHEMBL1146881",1.1e-06,5.95860731484177,"active"
"183","CHEMBL199578","CCOC(=O)c1c(NC(=O)NS(=O)(=O)N2CCCCCC2)sc2c1CCC(C)(C)C2","'='","1100.0","CHEMBL1148540",1.1e-06,5.95860731484177,"active"
"184","CHEMBL383304","O=C(O)c1ccc2c(c1)nc(-c1ccc(OC(c3cccnc3)c3cccnc3)cc1F)n2C1CCCCC1","'='","1100.0","CHEMBL1146135",1.1e-06,5.95860731484177,"active"
